Mart,Mart_Domain,Destination,Destination_Domain,Source,Source_Domain,Cron Schedule,Reload_Time,Median_Load_Time,Bottleneck_Time
zsvi_zeqsd_count,sales_noa,zsvi_zeqsd,sales_noa,zsv_zequz,sales_noa,,,8.89,
zsvi_zeqsd_count,sales_noa,zsv_zequz,sales_noa,int_zsv_zequi,intermediate,,,8.184999999999999,
zsvi_zeqsd_count,sales_noa,int_zsv_zequi,intermediate,sap_zsv_zequi,staging,['00 08 * * *'],28800.0,42.19,28842.0
zsvi_zeqsd_count,sales_noa,zsv_zequz,sales_noa,int_zsv_zequz,intermediate,,,171.04,
zsvi_zeqsd_count,sales_noa,int_zsv_zequz,intermediate,sap_zsv_zequz,staging,['05 20 * * *'],72300.0,158.8,72459.0
zsvi_zeqsd_count,sales_noa,zsv_zequz,sales_noa,tvkot,sales_noa,,,5.68,
zsvi_zeqsd_count,sales_noa,tvkot,sales_noa,int_tvkot,intermediate,,,4.135,
zsvi_zeqsd_count,sales_noa,zsvi_zeqsd,sales_noa,int_zsvi_zeqsd,intermediate,,,27.405,
zsvi_zeqsd_count,sales_noa,int_zsvi_zeqsd,intermediate,sap_zsvi_zeqsd,staging,['00 06 * * *'],21600.0,13.2,21613.0
zsvs_questiontt_t,sales_noa,zsvs_questiontt_t,sales_noa,int_dd07t,intermediate,,,16.78,
zsvs_status_t,sales_noa,zsvs_status_t,sales_noa,int_dd07t,intermediate,,,16.78,
zsy_user,sales_noa,zsy_user,sales_noa,int_zsy_user,intermediate,,,5.66,
zsy_user,sales_noa,int_zsy_user,intermediate,sap_zsy_user,staging,['00 05 * * *'],18000.0,17.69,18018.0
zsy_user,sales_noa,zsy_user,sales_noa,t001,sales_noa,,,6.92,
zsy_user,sales_noa,t001,sales_noa,int_t001,intermediate,,,4.31,
zsy_user,sales_noa,int_t001,intermediate,sap_t001,staging,['00 03 * * *'],10800.0,8.76,10809.0
zsy_user_abm,sales_noa,zsy_user_abm,sales_noa,zsy_user,sales_noa,,,5.875,
zsy_user_abm,sales_noa,zsy_user,sales_noa,int_zsy_user,intermediate,,,5.66,
zsy_user_abm,sales_noa,int_zsy_user,intermediate,sap_zsy_user,staging,['00 05 * * *'],18000.0,17.69,18018.0
zsy_user_abm,sales_noa,zsy_user,sales_noa,t001,sales_noa,,,6.92,
zsy_user_abm,sales_noa,t001,sales_noa,int_t001,intermediate,,,4.31,
zsy_user_abm,sales_noa,int_t001,intermediate,sap_t001,staging,['00 03 * * *'],10800.0,8.76,10809.0
zsy_user_apps_consultant,sales_noa,zsy_user_apps_consultant,sales_noa,int_zsd_regio,intermediate,,,3.965,
zsy_user_apps_consultant,sales_noa,zsy_user_apps_consultant,sales_noa,zsy_user_cam,sales_noa,,,4.7,
zsy_user_apps_consultant,sales_noa,zsy_user_cam,sales_noa,zsy_user,sales_noa,,,5.875,
zsy_user_apps_consultant,sales_noa,zsy_user,sales_noa,int_zsy_user,intermediate,,,5.66,
zsy_user_apps_consultant,sales_noa,int_zsy_user,intermediate,sap_zsy_user,staging,['00 05 * * *'],18000.0,17.69,18018.0
zsy_user_apps_consultant,sales_noa,zsy_user,sales_noa,t001,sales_noa,,,6.92,
zsy_user_apps_consultant,sales_noa,t001,sales_noa,int_t001,intermediate,,,4.31,
zsy_user_apps_consultant,sales_noa,int_t001,intermediate,sap_t001,staging,['00 03 * * *'],10800.0,8.76,10809.0
zsy_user_apps_consultant,sales_noa,zsy_user_apps_consultant,sales_noa,zsy_user,sales_noa,,,5.875,
zsy_user_cam,sales_noa,zsy_user_cam,sales_noa,zsy_user,sales_noa,,,5.875,
zsy_user_cam,sales_noa,zsy_user,sales_noa,int_zsy_user,intermediate,,,5.66,
zsy_user_cam,sales_noa,int_zsy_user,intermediate,sap_zsy_user,staging,['00 05 * * *'],18000.0,17.69,18018.0
zsy_user_cam,sales_noa,zsy_user,sales_noa,t001,sales_noa,,,6.92,
zsy_user_cam,sales_noa,t001,sales_noa,int_t001,intermediate,,,4.31,
zsy_user_cam,sales_noa,int_t001,intermediate,sap_t001,staging,['00 03 * * *'],10800.0,8.76,10809.0
zsy_user_engineer,sales_noa,zsy_user_engineer,sales_noa,zsy_user,sales_noa,,,5.875,
zsy_user_engineer,sales_noa,zsy_user,sales_noa,int_zsy_user,intermediate,,,5.66,
zsy_user_engineer,sales_noa,int_zsy_user,intermediate,sap_zsy_user,staging,['00 05 * * *'],18000.0,17.69,18018.0
zsy_user_engineer,sales_noa,zsy_user,sales_noa,t001,sales_noa,,,6.92,
zsy_user_engineer,sales_noa,t001,sales_noa,int_t001,intermediate,,,4.31,
zsy_user_engineer,sales_noa,int_t001,intermediate,sap_t001,staging,['00 03 * * *'],10800.0,8.76,10809.0
zsy_user_sales_consultant,sales_noa,zsy_user_sales_consultant,sales_noa,int_zsd_regio,intermediate,,,3.965,
zsy_user_sales_consultant,sales_noa,zsy_user_sales_consultant,sales_noa,zsy_user_abm,sales_noa,,,4.635,
zsy_user_sales_consultant,sales_noa,zsy_user_abm,sales_noa,zsy_user,sales_noa,,,5.875,
zsy_user_sales_consultant,sales_noa,zsy_user,sales_noa,int_zsy_user,intermediate,,,5.66,
zsy_user_sales_consultant,sales_noa,int_zsy_user,intermediate,sap_zsy_user,staging,['00 05 * * *'],18000.0,17.69,18018.0
zsy_user_sales_consultant,sales_noa,zsy_user,sales_noa,t001,sales_noa,,,6.92,
zsy_user_sales_consultant,sales_noa,t001,sales_noa,int_t001,intermediate,,,4.31,
zsy_user_sales_consultant,sales_noa,int_t001,intermediate,sap_t001,staging,['00 03 * * *'],10800.0,8.76,10809.0
zsy_user_sales_consultant,sales_noa,zsy_user_sales_consultant,sales_noa,zsy_user,sales_noa,,,5.875,
zsy_user_vendor,sales_noa,zsy_user_vendor,sales_noa,zsy_user,sales_noa,,,5.875,
zsy_user_vendor,sales_noa,zsy_user,sales_noa,int_zsy_user,intermediate,,,5.66,
zsy_user_vendor,sales_noa,int_zsy_user,intermediate,sap_zsy_user,staging,['00 05 * * *'],18000.0,17.69,18018.0
zsy_user_vendor,sales_noa,zsy_user,sales_noa,t001,sales_noa,,,6.92,
zsy_user_vendor,sales_noa,t001,sales_noa,int_t001,intermediate,,,4.31,
zsy_user_vendor,sales_noa,int_t001,intermediate,sap_t001,staging,['00 03 * * *'],10800.0,8.76,10809.0
srv_but000,service,srv_but000,service,int_but000,intermediate,,,26.32,
srv_but000,service,int_but000,intermediate,sap_but000,staging,['0 1 * * *'],3600.0,2703.005,6303.0
srv_but0is,service,srv_but0is,service,int_but0is,intermediate,,,3.96,
srv_but0is,service,int_but0is,intermediate,sap_but0is,staging,['0 1 * * *'],3600.0,15.180000000000001,3615.0
srv_cds_zsvs_survey_qv02,service,srv_cds_zsvs_survey_qv02,service,int_cds_zsvs_survey_qv02,intermediate,,,6.64,
srv_cds_zsvs_survey_qv02,service,int_cds_zsvs_survey_qv02,intermediate,launchpad_cds_zsvs_survey_qv02,staging,['30 0 * * *'],1800.0,55.845,1856.0
srv_cvi_cust_link,service,srv_cvi_cust_link,service,int_cvi_cust_link,intermediate,,,6.13,
srv_cvi_cust_link,service,int_cvi_cust_link,intermediate,sap_cvi_cust_link,staging,['0 1 * * *'],3600.0,17.990000000000002,3618.0
srv_engineer_details_expkpi,service,srv_engineer_details_expkpi,service,workforce_data,human_resources,,,3.47,
srv_engineer_details_expkpi,service,workforce_data,human_resources,int_zsy_funci_t,intermediate,,,3.88,
srv_engineer_details_expkpi,service,workforce_data,human_resources,int_t001,intermediate,,,4.31,
srv_engineer_details_expkpi,service,int_t001,intermediate,sap_t001,staging,['00 03 * * *'],10800.0,8.76,10809.0
srv_engineer_details_expkpi,service,workforce_data,human_resources,int_job_function_dic,intermediate,,,4.109999999999999,
srv_engineer_details_expkpi,service,workforce_data,human_resources,int_budget_hr,intermediate,,,4.45,
srv_engineer_details_expkpi,service,workforce_data,human_resources,int_zsaba,intermediate,,,7.85,
srv_engineer_details_expkpi,service,int_zsaba,intermediate,sap_zsaba,staging,['00 06 * * *'],21600.0,14.830000000000002,21615.0
srv_engineer_details_expkpi,service,workforce_data,human_resources,int_zsy_user,intermediate,,,5.66,
srv_engineer_details_expkpi,service,int_zsy_user,intermediate,sap_zsy_user,staging,['00 05 * * *'],18000.0,17.69,18018.0
srv_engineer_details_expkpi,service,workforce_data,human_resources,int_dd07t,intermediate,,,16.78,
srv_engineer_details_expkpi,service,workforce_data,human_resources,int_t005t,intermediate,,,4.9350000000000005,
srv_engineer_details_expkpi,service,int_t005t,intermediate,sap_t005t,staging,['00 03 * * *'],10800.0,9.32,10809.0
srv_engineer_details_expkpi,service,srv_engineer_details_expkpi,service,srv_zsv_zequz_expkpi,service,,,2.825,
srv_engineer_details_expkpi,service,srv_zsv_zequz_expkpi,service,int_zsv_zequz,intermediate,,,171.04,
srv_engineer_details_expkpi,service,int_zsv_zequz,intermediate,sap_zsv_zequz,staging,['05 20 * * *'],72300.0,158.8,72459.0
srv_engineer_details_expkpi,service,srv_zsv_zequz_expkpi,service,srv_prodx_general_log_expkpi,service,,,3.73,
srv_engineer_details_expkpi,service,srv_prodx_general_log_expkpi,service,srv_filtered_general_log_expkpi,service,,,121.68,
srv_engineer_details_expkpi,service,srv_filtered_general_log_expkpi,service,int_generallog,intermediate,,,127.05,
srv_engineer_details_expkpi,service,srv_filtered_general_log_expkpi,service,int_zsv_insd,intermediate,,,137.445,
srv_engineer_details_expkpi,service,srv_filtered_general_log_expkpi,service,int_description_dictionary,intermediate,,,3.94,
srv_engineer_details_expkpi,service,srv_prodx_general_log_expkpi,service,int_zsv_insd,intermediate,,,137.445,
srv_engineer_details_expkpi,service,srv_prodx_general_log_expkpi,service,int_kna1,intermediate,,,12.41,
srv_engineer_details_expkpi,service,int_kna1,intermediate,sap_kna1,staging,['00 03 * * *'],10800.0,59.779999999999994,10860.0
srv_engineer_details_expkpi,service,srv_engineer_details_expkpi,service,int_zsy_user,intermediate,,,5.66,
srv_experience_kpi_customer_expkpi,service,srv_experience_kpi_customer_expkpi,service,srv_prodx_general_log_expkpi,service,,,3.73,
srv_experience_kpi_customer_expkpi,service,srv_prodx_general_log_expkpi,service,srv_filtered_general_log_expkpi,service,,,121.68,
srv_experience_kpi_customer_expkpi,service,srv_filtered_general_log_expkpi,service,int_generallog,intermediate,,,127.05,
srv_experience_kpi_customer_expkpi,service,srv_filtered_general_log_expkpi,service,int_zsv_insd,intermediate,,,137.445,
srv_experience_kpi_customer_expkpi,service,srv_filtered_general_log_expkpi,service,int_description_dictionary,intermediate,,,3.94,
srv_experience_kpi_customer_expkpi,service,srv_prodx_general_log_expkpi,service,int_zsv_insd,intermediate,,,137.445,
srv_experience_kpi_customer_expkpi,service,srv_prodx_general_log_expkpi,service,int_kna1,intermediate,,,12.41,
srv_experience_kpi_customer_expkpi,service,int_kna1,intermediate,sap_kna1,staging,['00 03 * * *'],10800.0,59.779999999999994,10860.0
srv_experience_kpi_instrument_expkpi,service,srv_experience_kpi_instrument_expkpi,service,srv_prodx_general_log_expkpi,service,,,3.73,
srv_experience_kpi_instrument_expkpi,service,srv_prodx_general_log_expkpi,service,srv_filtered_general_log_expkpi,service,,,121.68,
srv_experience_kpi_instrument_expkpi,service,srv_filtered_general_log_expkpi,service,int_generallog,intermediate,,,127.05,
srv_experience_kpi_instrument_expkpi,service,srv_filtered_general_log_expkpi,service,int_zsv_insd,intermediate,,,137.445,
srv_experience_kpi_instrument_expkpi,service,srv_filtered_general_log_expkpi,service,int_description_dictionary,intermediate,,,3.94,
srv_experience_kpi_instrument_expkpi,service,srv_prodx_general_log_expkpi,service,int_zsv_insd,intermediate,,,137.445,
srv_experience_kpi_instrument_expkpi,service,srv_prodx_general_log_expkpi,service,int_kna1,intermediate,,,12.41,
srv_experience_kpi_instrument_expkpi,service,int_kna1,intermediate,sap_kna1,staging,['00 03 * * *'],10800.0,59.779999999999994,10860.0
srv_filtered_general_log_expkpi,service,srv_filtered_general_log_expkpi,service,int_generallog,intermediate,,,127.05,
srv_filtered_general_log_expkpi,service,srv_filtered_general_log_expkpi,service,int_zsv_insd,intermediate,,,137.445,
srv_filtered_general_log_expkpi,service,srv_filtered_general_log_expkpi,service,int_description_dictionary,intermediate,,,3.94,
srv_installed_base_master_expkpi,service,srv_installed_base_master_expkpi,service,srv_prodx_general_log_expkpi,service,,,3.73,
srv_installed_base_master_expkpi,service,srv_prodx_general_log_expkpi,service,srv_filtered_general_log_expkpi,service,,,121.68,
srv_installed_base_master_expkpi,service,srv_filtered_general_log_expkpi,service,int_generallog,intermediate,,,127.05,
srv_installed_base_master_expkpi,service,srv_filtered_general_log_expkpi,service,int_zsv_insd,intermediate,,,137.445,
srv_installed_base_master_expkpi,service,srv_filtered_general_log_expkpi,service,int_description_dictionary,intermediate,,,3.94,
srv_installed_base_master_expkpi,service,srv_prodx_general_log_expkpi,service,int_zsv_insd,intermediate,,,137.445,
srv_installed_base_master_expkpi,service,srv_prodx_general_log_expkpi,service,int_kna1,intermediate,,,12.41,
srv_installed_base_master_expkpi,service,int_kna1,intermediate,sap_kna1,staging,['00 03 * * *'],10800.0,59.779999999999994,10860.0
srv_installed_base_master_expkpi,service,srv_installed_base_master_expkpi,service,int_zsv_zlcd_t,intermediate,,,10.09,
srv_installed_base_master_expkpi,service,srv_installed_base_master_expkpi,service,int_zsv_insd,intermediate,,,137.445,
srv_installed_base_master_expkpi,service,srv_installed_base_master_expkpi,service,int_zsv_model_t,intermediate,,,4.3,
srv_installed_base_master_expkpi,service,int_zsv_model_t,intermediate,sap_zsv_model_t,staging,['00 01 * * *'],3600.0,8.77,3609.0
srv_installed_base_master_expkpi,service,srv_installed_base_master_expkpi,service,int_zsd_buslit,intermediate,,,4.0,
srv_installed_base_master_expkpi,service,srv_installed_base_master_expkpi,service,int_zsd_busunt,intermediate,,,3.72,
srv_kna1,service,srv_kna1,service,int_kna1,intermediate,,,12.41,
srv_kna1,service,int_kna1,intermediate,sap_kna1,staging,['00 03 * * *'],10800.0,59.779999999999994,10860.0
srv_kna1_expkpi,service,srv_kna1_expkpi,service,srv_installed_base_master_expkpi,service,,,4.8,
srv_kna1_expkpi,service,srv_installed_base_master_expkpi,service,srv_prodx_general_log_expkpi,service,,,3.73,
srv_kna1_expkpi,service,srv_prodx_general_log_expkpi,service,srv_filtered_general_log_expkpi,service,,,121.68,
srv_kna1_expkpi,service,srv_filtered_general_log_expkpi,service,int_generallog,intermediate,,,127.05,
srv_kna1_expkpi,service,srv_filtered_general_log_expkpi,service,int_zsv_insd,intermediate,,,137.445,
srv_kna1_expkpi,service,srv_filtered_general_log_expkpi,service,int_description_dictionary,intermediate,,,3.94,
srv_kna1_expkpi,service,srv_prodx_general_log_expkpi,service,int_zsv_insd,intermediate,,,137.445,
srv_kna1_expkpi,service,srv_prodx_general_log_expkpi,service,int_kna1,intermediate,,,12.41,
srv_kna1_expkpi,service,int_kna1,intermediate,sap_kna1,staging,['00 03 * * *'],10800.0,59.779999999999994,10860.0
srv_kna1_expkpi,service,srv_installed_base_master_expkpi,service,int_zsv_zlcd_t,intermediate,,,10.09,
srv_kna1_expkpi,service,srv_installed_base_master_expkpi,service,int_zsv_insd,intermediate,,,137.445,
srv_kna1_expkpi,service,srv_installed_base_master_expkpi,service,int_zsv_model_t,intermediate,,,4.3,
srv_kna1_expkpi,service,int_zsv_model_t,intermediate,sap_zsv_model_t,staging,['00 01 * * *'],3600.0,8.77,3609.0
srv_kna1_expkpi,service,srv_installed_base_master_expkpi,service,int_zsd_buslit,intermediate,,,4.0,
srv_kna1_expkpi,service,srv_installed_base_master_expkpi,service,int_zsd_busunt,intermediate,,,3.72,
srv_kna1_expkpi,service,srv_kna1_expkpi,service,srv_experience_kpi_customer_expkpi,service,,,3.86,
srv_kna1_expkpi,service,srv_experience_kpi_customer_expkpi,service,srv_prodx_general_log_expkpi,service,,,3.73,
srv_kna1_expkpi,service,srv_kna1_expkpi,service,srv_sales_category_expkpi,service,,,25.665,
srv_kna1_expkpi,service,srv_sales_category_expkpi,service,int_zsd_ss14dt,intermediate,,,4.640000000000001,
srv_kna1_expkpi,service,srv_sales_category_expkpi,service,int_zsd_sald,intermediate,,,1027.73,
srv_kna1_expkpi,service,int_zsd_sald,intermediate,sap_zsd_sald24_4,staging,"['15 02 * * *', '15 08 * * *', '15 14 * * *']",8100.0,786.25,8886.0
srv_kna1_expkpi,service,int_zsd_sald,intermediate,int_tcurr,intermediate,,,5.61,
srv_kna1_expkpi,service,int_tcurr,intermediate,sap_tcurr,staging,['0 2 * * *'],7200.0,57.9,7258.0
srv_kna1_expkpi,service,int_zsd_sald,intermediate,sap_zsd_sald24_1,staging,"['00 2,8,14 * * *']",7200.0,750.64,7951.0
srv_kna1_expkpi,service,int_zsd_sald,intermediate,int_tcurx,intermediate,,,4.3,
srv_kna1_expkpi,service,int_tcurx,intermediate,sap_tcurx,staging,['0 2 * * *'],7200.0,8.59,7209.0
srv_kna1_expkpi,service,int_zsd_sald,intermediate,sap_zsd_sald24_3,staging,"['15 02 * * *', '15 08 * * *', '15 14 * * *']",8100.0,737.52,8838.0
srv_kna1_expkpi,service,int_zsd_sald,intermediate,sap_zsd_sald24_2,staging,"['00 2,8,14 * * *']",7200.0,735.345,7935.0
srv_kna1_expkpi,service,int_zsd_sald,intermediate,int_zsd_regco,intermediate,,,5.23,
srv_kna1_expkpi,service,int_zsd_regco,intermediate,sap_zsd_regco,staging,['0 2 * * *'],7200.0,8.73,7209.0
srv_kna1_expkpi,service,srv_sales_category_expkpi,service,int_kna1,intermediate,,,12.41,
srv_kna1_expkpi,service,srv_kna1_expkpi,service,int_kna1,intermediate,,,12.41,
srv_lfa1,service,srv_lfa1,service,int_lfa1,intermediate,,,4.02,
srv_lfa1,service,int_lfa1,intermediate,sap_lfa1,staging,['00 01 * * *'],3600.0,20.5,3620.0
srv_lfb1,service,srv_lfb1,service,int_lfb1,intermediate,,,5.91,
srv_lfb1,service,int_lfb1,intermediate,sap_lfb1,staging,['00 04 * * *'],14400.0,17.799999999999997,14418.0
srv_makt,service,srv_makt,service,int_makt,intermediate,,,26.89,
srv_makt,service,int_makt,intermediate,sap_makt,staging,['00 05 * * *'],18000.0,43.32,18043.0
srv_mvke,service,srv_mvke,service,int_mvke,intermediate,,,21.130000000000003,
srv_mvke,service,int_mvke,intermediate,sap_mvke,staging,['00 05 * * *'],18000.0,506.06500000000005,18506.0
srv_prodx_general_log_expkpi,service,srv_prodx_general_log_expkpi,service,srv_filtered_general_log_expkpi,service,,,121.68,
srv_prodx_general_log_expkpi,service,srv_filtered_general_log_expkpi,service,int_generallog,intermediate,,,127.05,
srv_prodx_general_log_expkpi,service,srv_filtered_general_log_expkpi,service,int_zsv_insd,intermediate,,,137.445,
srv_prodx_general_log_expkpi,service,srv_filtered_general_log_expkpi,service,int_description_dictionary,intermediate,,,3.94,
srv_prodx_general_log_expkpi,service,srv_prodx_general_log_expkpi,service,int_zsv_insd,intermediate,,,137.445,
srv_prodx_general_log_expkpi,service,srv_prodx_general_log_expkpi,service,int_kna1,intermediate,,,12.41,
srv_prodx_general_log_expkpi,service,int_kna1,intermediate,sap_kna1,staging,['00 03 * * *'],10800.0,59.779999999999994,10860.0
srv_sales_category_expkpi,service,srv_sales_category_expkpi,service,int_zsd_ss14dt,intermediate,,,4.640000000000001,
srv_sales_category_expkpi,service,srv_sales_category_expkpi,service,int_zsd_sald,intermediate,,,1027.73,
srv_sales_category_expkpi,service,int_zsd_sald,intermediate,sap_zsd_sald24_4,staging,"['15 02 * * *', '15 08 * * *', '15 14 * * *']",8100.0,786.25,8886.0
srv_sales_category_expkpi,service,int_zsd_sald,intermediate,int_tcurr,intermediate,,,5.61,
srv_sales_category_expkpi,service,int_tcurr,intermediate,sap_tcurr,staging,['0 2 * * *'],7200.0,57.9,7258.0
srv_sales_category_expkpi,service,int_zsd_sald,intermediate,sap_zsd_sald24_1,staging,"['00 2,8,14 * * *']",7200.0,750.64,7951.0
srv_sales_category_expkpi,service,int_zsd_sald,intermediate,int_tcurx,intermediate,,,4.3,
srv_sales_category_expkpi,service,int_tcurx,intermediate,sap_tcurx,staging,['0 2 * * *'],7200.0,8.59,7209.0
srv_sales_category_expkpi,service,int_zsd_sald,intermediate,sap_zsd_sald24_3,staging,"['15 02 * * *', '15 08 * * *', '15 14 * * *']",8100.0,737.52,8838.0
srv_sales_category_expkpi,service,int_zsd_sald,intermediate,sap_zsd_sald24_2,staging,"['00 2,8,14 * * *']",7200.0,735.345,7935.0
srv_sales_category_expkpi,service,int_zsd_sald,intermediate,int_zsd_regco,intermediate,,,5.23,
srv_sales_category_expkpi,service,int_zsd_regco,intermediate,sap_zsd_regco,staging,['0 2 * * *'],7200.0,8.73,7209.0
srv_sales_category_expkpi,service,srv_sales_category_expkpi,service,int_kna1,intermediate,,,12.41,
srv_sales_category_expkpi,service,int_kna1,intermediate,sap_kna1,staging,['00 03 * * *'],10800.0,59.779999999999994,10860.0
srv_t001,service,srv_t001,service,int_t001,intermediate,,,4.31,
srv_t001,service,int_t001,intermediate,sap_t001,staging,['00 03 * * *'],10800.0,8.76,10809.0
srv_t001l,service,srv_t001l,service,int_t001l,intermediate,,,4.345000000000001,
srv_t005t,service,srv_t005t,service,int_t005t,intermediate,,,4.9350000000000005,
srv_t005t,service,int_t005t,intermediate,sap_t005t,staging,['00 03 * * *'],10800.0,9.32,10809.0
srv_t005u,service,srv_t005u,service,int_t005u,intermediate,,,4.96,
srv_t171,service,srv_t171,service,int_t171,intermediate,,,4.75,
srv_t171,service,int_t171,intermediate,sap_t171,staging,['0 1 * * *'],3600.0,9.305,3609.0
srv_t171t,service,srv_t171t,service,int_t171t,intermediate,,,4.595,
srv_tcurf,service,srv_tcurf,service,int_tcurf,intermediate,,,4.37,
srv_tcurf,service,int_tcurf,intermediate,sap_tcurf,staging,['20 04 * * *'],15600.0,7.835000000000001,15608.0
srv_tcurr,service,srv_tcurr,service,int_tcurr,intermediate,,,5.61,
srv_tcurr,service,int_tcurr,intermediate,sap_tcurr,staging,['0 2 * * *'],7200.0,57.9,7258.0
srv_tcurx,service,srv_tcurx,service,int_tcurx,intermediate,,,4.3,
srv_tcurx,service,int_tcurx,intermediate,sap_tcurx,staging,['0 2 * * *'],7200.0,8.59,7209.0
srv_tvko,service,srv_tvko,service,int_tvko,intermediate,,,4.54,
srv_tvkot,service,srv_tvkot,service,int_tvkot,intermediate,,,4.135,
srv_validbu_perso,service,srv_validbu_perso,service,int_zsd0_rgcod,intermediate,,,4.29,
srv_validbu_perso,service,int_zsd0_rgcod,intermediate,sap_zsd0_rgcod,staging,"['00 06,22 * * *']",21600.0,9.08,21609.0
srv_vbak,service,srv_vbak,service,int_vbak,intermediate,,,41.32,
srv_vbak,service,int_vbak,intermediate,sap_vbak,staging,['0 2 * * *'],7200.0,659.415,7859.0
srv_zfv_knvh_1,service,srv_zfv_knvh_1,service,int_zfv_knvh_1,intermediate,,,4.31,
srv_zfv_knvh_1,service,int_zfv_knvh_1,intermediate,sap_zfv_knvh_1,staging,['0 1 * * *'],3600.0,12.16,3612.0
srv_zsd0_bublrgcod,service,srv_zsd0_bublrgcod,service,int_zsd0_bublrgcod,intermediate,,,5.49,
srv_zsd0_bublrgcod,service,int_zsd0_bublrgcod,intermediate,sap_zsd0_bublrgcod,staging,"['00 06,22 * * *']",21600.0,9.24,21609.0
srv_zsd_busli,service,srv_zsd_busli,service,int_zsd_busli,intermediate,,,4.51,
srv_zsd_buslit,service,srv_zsd_buslit,service,int_zsd_buslit,intermediate,,,4.0,
srv_zsd_busunt,service,srv_zsd_busunt,service,int_zsd_busunt,intermediate,,,3.72,
srv_zsd_c_regiongrp,service,srv_zsd_c_regiongrp,service,int_t001,intermediate,,,4.31,
srv_zsd_c_regiongrp,service,int_t001,intermediate,sap_t001,staging,['00 03 * * *'],10800.0,8.76,10809.0
srv_zsd_c_regiongrp,service,srv_zsd_c_regiongrp,service,int_zsd_delgrt,intermediate,,,4.2,
srv_zsd_c_regiongrp,service,int_zsd_delgrt,intermediate,sap_zsd_delgrt,staging,['0 3 * * *'],10800.0,9.05,10809.0
srv_zsd_c_regiongrp,service,srv_zsd_c_regiongrp,service,int_zsd_regio,intermediate,,,3.965,
srv_zsd_c_regiongrp,service,srv_zsd_c_regiongrp,service,int_zsd_delgr_assign,intermediate,,,4.41,
srv_zsd_c_regiongrp,service,int_zsd_delgr_assign,intermediate,sap_zsd_delgr_assign,staging,['0 1 * * *'],3600.0,8.8,3609.0
srv_zsd_c_regiongrp,service,srv_zsd_c_regiongrp,service,int_zsd_cusl1t,intermediate,,,4.42,
srv_zsd_c_regiongrp,service,int_zsd_cusl1t,intermediate,sap_zsd_cusl1t,staging,['0 3 * * *'],10800.0,9.26,10809.0
srv_zsd_dac1,service,srv_zsd_dac1,service,int_zsd_dac1,intermediate,,,143.46,
srv_zsd_dac1,service,int_zsd_dac1,intermediate,sap_zsd_dac1,staging,['20 1 * * *'],4800.0,811.365,5611.0
srv_zsd_familt,service,srv_zsd_familt,service,int_zsd_familt,intermediate,,,4.0649999999999995,
srv_zsd_inslit,service,srv_zsd_inslit,service,int_zsd_inslit,intermediate,,,10.88,
srv_zsd_protyt,service,srv_zsd_protyt,service,int_zsd_protyt,intermediate,,,38.93,
srv_zsd_regio,service,srv_zsd_regio,service,int_zsd_regio,intermediate,,,3.965,
srv_zsd_sald_bu_bl,service,srv_zsd_sald_bu_bl,service,int_zsd_sald,intermediate,,,1027.73,
srv_zsd_sald_bu_bl,service,int_zsd_sald,intermediate,sap_zsd_sald24_4,staging,"['15 02 * * *', '15 08 * * *', '15 14 * * *']",8100.0,786.25,8886.0
srv_zsd_sald_bu_bl,service,int_zsd_sald,intermediate,int_tcurr,intermediate,,,5.61,
srv_zsd_sald_bu_bl,service,int_tcurr,intermediate,sap_tcurr,staging,['0 2 * * *'],7200.0,57.9,7258.0
srv_zsd_sald_bu_bl,service,int_zsd_sald,intermediate,sap_zsd_sald24_1,staging,"['00 2,8,14 * * *']",7200.0,750.64,7951.0
srv_zsd_sald_bu_bl,service,int_zsd_sald,intermediate,int_tcurx,intermediate,,,4.3,
srv_zsd_sald_bu_bl,service,int_tcurx,intermediate,sap_tcurx,staging,['0 2 * * *'],7200.0,8.59,7209.0
srv_zsd_sald_bu_bl,service,int_zsd_sald,intermediate,sap_zsd_sald24_3,staging,"['15 02 * * *', '15 08 * * *', '15 14 * * *']",8100.0,737.52,8838.0
srv_zsd_sald_bu_bl,service,int_zsd_sald,intermediate,sap_zsd_sald24_2,staging,"['00 2,8,14 * * *']",7200.0,735.345,7935.0
srv_zsd_sald_bu_bl,service,int_zsd_sald,intermediate,int_zsd_regco,intermediate,,,5.23,
srv_zsd_sald_bu_bl,service,int_zsd_regco,intermediate,sap_zsd_regco,staging,['0 2 * * *'],7200.0,8.73,7209.0
srv_zsd_webser_t,service,srv_zsd_webser_t,service,int_zsd_webser_t,intermediate,,,5.76,
srv_zsv_acti00t,service,srv_zsv_acti00t,service,int_zsv_acti00t,intermediate,,,5.75,
srv_zsv_acti00t,service,int_zsv_acti00t,intermediate,sap_zsv_acti00t,staging,['00 01 * * *'],3600.0,8.8,3609.0
srv_zsv_caltp_t,service,srv_zsv_caltp_t,service,int_zsv_caltp_t,intermediate,,,6.015,
srv_zsv_capri_t,service,srv_zsv_capri_t,service,int_zsv_capri_t,intermediate,,,5.460000000000001,
srv_zsv_casta_t,service,srv_zsv_casta_t,service,int_zsv_casta_t,intermediate,,,4.54,
srv_zsv_diag00,service,srv_zsv_diag00,service,int_zsv_diag00t,intermediate,,,4.25,
